gameId;blueWins;blueWardsPlaced;blueWardsDestroyed;blueFirstBlood;blueKills;blueDeaths;blueAssists;blueEliteMonsters;blueDragons;blueHeralds;blueTowersDestroyed;blueTotalGold;blueAvgLevel;blueTotalExperience;blueTotalMinionsKilled;blueTotalJungleMinionsKilled;blueGoldDiff;blueExperienceDiff;blueCSPerMin;blueGoldPerMin;redWardsPlaced;redWardsDestroyed;redFirstBlood;redKills;redDeaths;redAssists;redEliteMonsters;redDragons;redHeralds;redTowersDestroyed;redTotalGold;redAvgLevel;redTotalExperience;redTotalMinionsKilled;redTotalJungleMinionsKilled;redGoldDiff;redExperienceDiff;redCSPerMin;redGoldPerMin
4519157822;0;28;2;1;9;6;11;0;0;0;0;17210;66;17039;195;36;643;-8;195;17210;15;6;0;6;9;8;0;0;0;0;16567;68;17047;197;55;-643;8;197;16567
4523371949;0;12;1;0;5;5;5;0;0;0;0;14712;66;16265;174;43;-2908;-1173;174;14712;12;1;1;5;5;2;2;1;1;1;17620;68;17438;240;52;2908;1173;240;17620
4521474530;0;15;0;0;7;11;4;1;1;0;0;16113;64;16221;186;46;-1172;-1033;186;16113;15;3;1;11;7;14;0;0;0;0;17285;68;17254;203;28;1172;1033;203;17285
4524384067;0;43;1;0;4;5;5;1;0;1;0;15157;70;17954;201;55;-1321;-7;201;15157;15;2;1;5;4;10;0;0;0;0;16478;70;17961;235;47;1321;7;235;16478
4436033771;0;75;4;0;6;6;6;0;0;0;0;16400;70;18543;210;57;-1004;230;210;16400;17;2;1;6;6;7;1;1;0;0;17404;70;18313;225;67;1004;-230;225;17404
4475365709;1;18;0;0;5;3;6;1;1;0;0;15899;70;18161;225;42;698;101;225;15899;36;5;1;3;5;2;0;0;0;0;15201;70;18060;221;59;-698;-101;221;15201
4493010632;1;18;3;1;7;6;7;1;1;0;0;16874;68;16967;225;53;2411;1563;225;16874;57;1;0;6;7;9;0;0;0;0;14463;64;15404;164;35;-2411;-1563;164;14463
4496759358;0;16;2;0;5;13;3;0;0;0;0;15305;64;16138;209;48;-2615;-800;209;15305;15;0;1;13;5;11;1;1;0;0;17920;66;16938;157;54;2615;800;157;17920
4443048030;0;16;3;0;7;7;8;0;0;0;0;16401;72;18527;189;61;-1979;-771;189;16401;15;2;1;7;7;5;2;1;1;0;18380;72;19298;240;53;1979;771;240;18380
4509433346;1;13;1;1;4;5;5;1;1;0;0;15057;68;16805;220;39;-1548;-1574;220;15057;16;2;0;5;4;4;0;0;0;0;16605;68;18379;247;43;1548;1574;247;16605
4452162573;0;20;3;1;4;4;6;0;0;0;0;15474;66;16611;231;28;331;-1585;231;15474;15;2;0;4;4;5;1;1;0;0;15143;72;18196;216;51;-331;1585;216;15143
4453038156;0;33;2;1;11;11;7;1;0;1;0;16695;70;18507;157;40;-1505;-635;157;16695;17;1;0;11;11;9;0;0;0;0;18200;70;19142;188;52;1505;635;188;18200
4515594785;1;18;1;1;7;1;11;1;1;0;0;17865;74;19102;238;53;3274;1659;238;17865;12;1;0;1;7;1;0;0;0;0;14591;68;17443;240;50;-3274;-1659;240;14591
4524924257;0;14;3;0;4;9;1;1;0;1;0;14979;66;17213;210;52;-3414;-1141;210;14979;20;3;1;9;4;11;0;0;0;0;18393;72;18354;229;51;3414;1141;229;18393
4516505202;1;15;3;1;4;4;4;0;0;0;0;15722;68;17896;224;51;-470;-187;224;15722;102;1;0;4;4;3;0;0;0;0;16192;70;18083;242;48;470;187;242;16192
4482120064;0;17;1;0;3;7;3;0;0;0;0;15015;68;16974;209;53;-1996;-1804;209;15015;18;3;1;7;3;13;0;0;0;0;17011;72;18778;237;51;1996;1804;237;17011
4523758462;1;14;1;1;10;2;8;0;0;0;0;19733;76;20862;263;56;5228;3378;263;19733;13;2;0;2;10;2;1;1;0;0;14505;68;17484;210;64;-5228;-3378;210;14505
4503636905;0;43;3;0;3;7;3;1;0;1;0;14852;68;16888;203;54;-1975;-1345;203;14852;17;14;1;7;3;6;0;0;0;0;16827;68;18233;218;53;1975;1345;218;16827
4486384947;1;21;4;1;5;4;11;0;0;0;0;16282;68;17378;213;49;882;512;213;16282;19;3;0;4;5;3;2;1;1;0;15400;66;16866;228;52;-882;-512;228;15400
4457103291;0;11;3;0;5;9;5;0;0;0;0;14994;70;17924;188;48;-3155;-2773;188;14994;15;1;1;9;5;9;0;0;0;0;18149;74;20697;219;56;3155;2773;219;18149
4472164226;1;14;3;1;11;6;15;1;1;0;0;18606;72;19254;214;45;2526;1625;214;18606;12;2;0;6;11;4;0;0;0;0;16080;70;17629;225;48;-2526;-1625;225;16080
4445294621;0;13;1;0;4;13;5;0;0;0;0;15878;68;16945;203;43;-2835;-2821;203;15878;15;3;1;13;4;14;1;1;0;0;18713;72;19766;209;45;2835;2821;209;18713
4480384157;0;17;2;0;4;6;3;0;0;0;0;15773;70;17562;238;56;-1254;-567;238;15773;16;3;1;6;4;10;1;1;0;0;17027;70;18129;231;60;1254;567;231;17027
4520898233;0;78;4;0;4;3;4;2;1;1;0;15906;68;19219;238;67;406;1283;238;15906;15;3;1;3;4;3;0;0;0;0;15500;70;17936;220;64;-406;-1283;220;15500
4522124566;1;33;3;0;6;9;10;0;0;0;0;16515;68;17223;208;45;-1020;493;208;16515;18;3;1;9;6;13;0;0;0;0;17535;66;16730;197;36;1020;-493;197;17535
4523978853;0;17;1;0;4;8;4;0;0;0;0;15415;62;16047;204;44;-2472;-1067;204;15415;19;2;1;8;4;13;1;1;0;0;17887;70;17114;221;36;2472;1067;221;17887
4507834811;1;18;1;0;8;6;9;1;1;0;0;17178;70;17854;209;44;1260;-55;209;17178;10;3;1;6;8;3;0;0;0;0;15918;68;17909;233;36;-1260;55;233;15918
4501319968;0;19;3;1;7;4;9;0;0;0;0;17226;70;18982;228;61;1857;2015;228;17226;14;4;0;4;7;2;1;1;0;0;15369;66;16967;202;49;-1857;-2015;202;15369
4519148589;0;105;5;1;8;6;13;1;1;0;0;17474;68;17436;217;53;1320;-413;217;17474;65;3;0;6;8;11;0;0;0;0;16154;68;17849;223;40;-1320;413;223;16154
4484877784;0;18;5;0;3;8;2;1;1;0;0;14905;68;17974;233;52;-3282;-1647;233;14905;18;3;1;8;3;12;0;0;0;0;18187;74;19621;225;52;3282;1647;225;18187
4466931235;1;22;7;1;9;4;10;1;1;0;0;18132;70;18076;228;40;2883;2111;228;18132;21;4;0;4;9;2;0;0;0;0;15249;62;15965;227;36;-2883;-2111;227;15249
4524189570;1;17;4;1;5;2;6;2;1;1;0;16053;68;17406;218;51;1703;1696;218;16053;15;2;0;2;5;2;0;0;0;0;14350;64;15710;206;48;-1703;-1696;206;14350
4503380070;0;12;3;0;6;4;7;0;0;0;0;16438;68;16989;203;32;608;-85;203;16438;19;2;1;4;6;4;1;1;0;0;15830;68;17074;206;44;-608;85;206;15830
4497858921;0;15;2;1;5;4;4;0;0;0;0;15634;68;16355;201;45;71;-359;201;15634;14;1;0;4;5;4;1;1;0;0;15563;68;16714;222;38;-71;359;222;15563
4509242024;1;40;2;0;6;4;4;0;0;0;0;16085;74;19076;204;56;275;872;204;16085;15;1;1;4;6;5;1;1;0;0;15810;72;18204;223;62;-275;-872;223;15810
4524296550;0;24;3;0;3;4;6;0;0;0;0;14981;68;17082;235;52;-809;638;235;14981;17;2;1;4;3;7;2;1;1;0;15790;68;16444;218;50;809;-638;218;15790
4516034199;0;12;4;0;2;8;2;1;1;0;0;15421;72;19276;217;84;-2771;-1125;217;15421;14;2;1;8;2;5;0;0;0;0;18192;74;20401;234;64;2771;1125;234;18192
4504386463;0;20;2;1;5;6;4;1;0;1;0;15665;68;17716;203;48;-1730;-1236;203;15665;40;4;0;6;5;6;1;1;0;0;17395;70;18952;214;67;1730;1236;214;17395
4523799496;0;11;3;0;7;9;5;1;0;1;0;17528;72;19609;234;68;-904;1377;234;17528;18;1;1;9;7;9;1;1;0;0;18432;70;18232;227;40;904;-1377;227;18432
4379931850;0;18;2;0;3;6;3;1;0;1;0;15032;66;16832;213;48;-1683;-1363;213;15032;36;3;1;6;3;6;1;1;0;0;16715;70;18195;236;44;1683;1363;236;16715
4523858150;0;28;3;0;4;11;3;0;0;0;0;15483;68;17362;222;48;-3025;-1833;222;15483;41;0;1;11;4;16;1;1;0;0;18508;72;19195;213;39;3025;1833;213;18508
4459778854;1;36;1;0;10;6;12;0;0;0;0;19226;74;20118;231;44;3004;2300;231;19226;16;2;1;6;10;7;0;0;0;0;16222;70;17818;185;39;-3004;-2300;185;16222
4499523222;1;18;3;0;9;6;14;1;1;0;0;16945;68;17806;204;36;1574;761;204;16945;17;2;1;6;9;6;0;0;0;0;15371;68;17045;194;54;-1574;-761;194;15371
4477029310;1;12;2;1;5;5;3;0;0;0;0;15000;66;16493;233;16;-1036;-1423;233;15000;19;1;0;5;5;4;0;0;0;0;16036;70;17916;221;44;1036;1423;221;16036
4525037711;0;18;4;1;3;4;2;1;0;1;0;15888;74;19090;252;60;16;433;252;15888;39;4;0;4;3;2;1;1;0;0;15872;70;18657;243;49;-16;-433;243;15872
4459414345;0;41;0;0;1;10;0;0;0;0;0;12925;64;15498;187;32;-6386;-4210;187;12925;12;1;1;10;1;6;1;0;1;1;19311;72;19708;247;56;6386;4210;247;19311
4505664040;1;14;4;1;11;2;9;0;0;0;0;19250;76;19703;251;48;5096;3310;251;19250;15;3;0;2;11;2;0;0;0;0;14154;64;16393;196;53;-5096;-3310;196;14154
4439587692;1;19;1;1;8;4;5;1;1;0;1;18355;70;18790;218;54;2756;1683;218;18355;13;5;0;4;8;5;0;0;0;0;15599;68;17107;200;57;-2756;-1683;200;15599
4508000311;1;15;2;0;2;3;2;1;0;1;0;13978;66;16429;180;44;-977;-1025;180;13978;12;4;1;3;2;1;0;0;0;0;14955;68;17454;218;56;977;1025;218;14955
4513365614;0;16;1;0;5;5;8;0;0;0;0;15851;68;17366;206;56;-808;-1655;206;15851;38;6;1;5;5;6;0;0;0;0;16659;72;19021;241;44;808;1655;241;16659
4473252742;0;14;0;0;7;9;5;0;0;0;0;16474;66;17408;209;50;-1559;-407;209;16474;22;4;1;9;7;13;1;1;0;0;18033;68;17815;206;53;1559;407;206;18033
4438138890;1;18;0;0;6;8;6;0;0;0;0;16590;70;18284;213;49;544;75;213;16590;12;1;1;8;6;7;0;0;0;0;16046;70;18209;182;44;-544;-75;182;16046
4467008289;1;22;4;1;5;2;2;2;1;1;0;15737;70;18634;217;53;1381;1017;217;15737;16;3;0;2;5;1;0;0;0;0;14356;70;17617;212;60;-1381;-1017;212;14356
4492625917;1;37;2;1;5;3;5;0;0;0;0;16990;74;19634;248;54;2031;1449;248;16990;15;1;0;3;5;5;1;1;0;0;14959;70;18185;210;68;-2031;-1449;210;14959
4502901044;0;14;4;0;3;3;2;1;1;0;0;15297;70;19210;246;56;131;370;246;15297;20;2;1;3;3;1;0;0;0;0;15166;72;18840;227;64;-131;-370;227;15166
4467732013;0;16;2;0;4;10;4;1;0;1;0;15651;70;17696;224;53;-2699;-2749;224;15651;30;2;1;10;4;11;1;1;0;0;18350;74;20445;201;54;2699;2749;201;18350
4514402510;0;17;0;1;5;7;7;1;1;0;0;15587;68;16746;181;63;-1672;-2698;181;15587;14;0;0;7;5;6;0;0;0;0;17259;74;19444;218;76;1672;2698;218;17259
4521277262;1;19;3;1;10;6;11;1;1;0;0;17777;72;18131;213;42;1201;316;213;17777;18;4;0;6;10;5;0;0;0;0;16576;68;17815;234;44;-1201;-316;234;16576
4521752962;1;29;3;1;7;5;5;2;1;1;0;16426;70;18407;222;55;-108;59;222;16426;14;4;0;5;7;4;0;0;0;0;16534;68;18348;247;44;108;-59;247;16534
4514070165;0;12;0;0;10;7;11;0;0;0;1;20278;72;19575;236;58;4633;2269;236;20278;20;1;1;7;10;6;1;1;0;0;15645;66;17306;182;45;-4633;-2269;182;15645
4525056568;0;18;4;0;2;7;0;0;0;0;0;13791;66;16437;191;62;-2262;-1391;191;13791;18;3;1;7;2;4;1;1;0;0;16053;68;17828;218;48;2262;1391;218;16053
4521255103;0;24;3;0;6;7;5;0;0;0;0;16505;70;17667;208;70;-49;500;208;16505;17;2;1;7;6;10;1;1;0;0;16554;68;17167;207;45;49;-500;207;16554
4510728488;1;18;2;1;6;4;4;1;1;0;0;17277;72;19610;229;54;1687;1089;229;17277;36;3;0;4;6;5;1;0;1;0;15590;72;18521;232;56;-1687;-1089;232;15590
4516919746;1;122;3;1;9;1;10;2;1;1;0;18269;72;19659;229;68;3933;2922;229;18269;14;3;0;1;9;1;0;0;0;0;14336;64;16737;233;40;-3933;-2922;233;14336
4499868617;0;12;4;0;4;10;3;1;1;0;0;14166;66;15959;203;41;-4061;-4397;203;14166;16;2;1;10;4;6;0;0;0;0;18227;74;20356;224;72;4061;4397;224;18227
4514234813;0;52;2;0;6;12;7;0;0;0;0;15456;66;16280;188;42;-4920;-3280;188;15456;15;1;1;12;6;11;1;0;1;1;20376;74;19560;240;62;4920;3280;240;20376
4513591449;0;19;2;0;4;5;2;0;0;0;0;15180;70;17773;210;52;-1705;-1839;210;15180;11;4;1;5;4;1;0;0;0;0;16885;72;19612;227;62;1705;1839;227;16885
4471416203;0;32;4;1;7;8;8;1;1;0;0;16179;68;16814;212;46;105;-1547;212;16179;24;5;0;8;7;5;1;0;1;0;16074;70;18361;200;42;-105;1547;200;16074
4521227315;1;14;0;0;3;5;3;0;0;0;0;16026;70;18490;233;57;-554;521;233;16026;11;1;1;5;3;6;1;1;0;0;16580;68;17969;234;44;554;-521;234;16580
4424144387;0;19;5;1;4;5;4;0;0;0;0;14850;68;17145;198;53;-1037;-1577;198;14850;18;4;0;5;4;5;1;1;0;0;15887;70;18722;241;44;1037;1577;241;15887
4517806218;0;16;2;1;9;8;7;1;0;1;0;17347;70;18573;202;62;-1144;480;202;17347;13;5;0;8;9;11;1;1;0;1;18491;70;18093;199;45;1144;-480;199;18491
4479974478;1;36;0;1;5;4;6;0;0;0;0;15887;68;17591;200;32;1173;953;200;15887;12;1;0;4;5;3;1;1;0;0;14714;66;16638;186;63;-1173;-953;186;14714
4423018162;0;18;2;1;8;2;11;0;0;0;0;17399;70;19449;232;44;3194;2534;232;17399;13;3;0;2;8;2;1;1;0;0;14205;66;16915;208;51;-3194;-2534;208;14205
4518401885;0;13;3;1;2;7;1;1;1;0;0;13828;66;16629;204;38;-2622;-1136;204;13828;12;0;0;7;2;7;0;0;0;0;16450;68;17765;192;36;2622;1136;192;16450
4525208730;1;15;3;1;6;4;4;1;1;0;0;16645;72;19110;242;52;1151;470;242;16645;15;2;0;4;6;3;1;0;1;0;15494;70;18640;205;50;-1151;-470;205;15494
4512774492;1;50;4;1;6;4;8;2;1;1;0;16248;68;17200;200;52;1463;1490;200;16248;48;2;0;4;6;8;0;0;0;0;14785;66;15710;169;52;-1463;-1490;169;14785
4522772001;0;14;2;0;4;6;1;0;0;0;0;15310;70;18337;221;52;-1038;-1307;221;15310;15;2;1;6;4;5;2;1;1;0;16348;72;19644;226;66;1038;1307;226;16348
4464439713;1;17;2;1;8;4;7;1;0;1;0;16784;66;17242;212;40;1424;1060;212;16784;13;4;0;4;8;5;0;0;0;0;15360;64;16182;180;61;-1424;-1060;180;15360
4479823004;1;18;1;0;13;9;18;1;1;0;0;19032;74;18951;232;44;527;721;232;19032;12;4;1;9;13;5;0;0;0;0;18505;70;18230;216;63;-527;-721;216;18505
4507330276;0;17;5;0;7;6;12;0;0;0;0;17518;72;18342;242;46;1807;932;242;17518;52;4;1;6;7;9;2;1;1;0;15711;68;17410;198;60;-1807;-932;198;15711
4447392049;0;43;6;1;11;4;12;1;0;1;0;18976;74;20326;256;43;2856;1262;256;18976;16;0;0;4;11;6;1;1;0;0;16120;72;19064;210;72;-2856;-1262;210;16120
4521089901;0;12;1;0;6;6;10;1;1;0;0;16143;66;16617;204;56;-964;-2454;204;16143;13;1;1;6;6;3;1;0;1;0;17107;70;19071;241;56;964;2454;241;17107
4427944005;0;20;2;0;7;8;6;1;0;1;0;15868;70;17111;199;51;-178;524;199;15868;42;7;1;8;7;6;1;1;0;0;16046;68;16587;178;47;178;-524;178;16046
4509784380;1;18;3;0;9;8;7;1;1;0;0;17977;70;18162;235;41;705;192;235;17977;16;0;1;8;9;8;0;0;0;0;17272;70;17970;207;44;-705;-192;207;17272
4524411421;1;16;0;0;10;10;14;1;1;0;0;18138;70;18159;208;55;908;306;208;18138;15;1;1;10;10;16;0;0;0;0;17230;70;17853;210;44;-908;-306;210;17230
4519898107;1;14;2;0;7;2;12;2;1;1;0;18025;72;19864;261;68;3558;3243;261;18025;25;0;1;2;7;3;0;0;0;0;14467;68;16621;220;56;-3558;-3243;220;14467
4517633575;0;12;6;0;1;6;0;0;0;0;0;14625;68;17769;241;56;-1299;-49;241;14625;53;1;1;6;1;3;1;1;0;0;15924;70;17818;218;47;1299;49;218;15924
4521948875;1;16;4;0;5;8;7;1;1;0;0;15752;66;17113;201;48;-1763;-1864;201;15752;19;2;1;8;5;6;0;0;0;0;17515;72;18977;248;40;1763;1864;248;17515
4509102299;1;15;0;0;10;4;12;0;0;0;0;18480;74;19565;232;64;2547;2189;232;18480;12;1;1;4;10;4;0;0;0;0;15933;66;17376;247;41;-2547;-2189;247;15933
4525041896;0;13;3;0;3;10;2;1;1;0;0;14995;66;16206;210;53;-3685;-3119;210;14995;20;3;1;10;3;13;1;0;1;0;18680;74;19325;200;67;3685;3119;200;18680
4515706467;0;83;13;1;7;11;3;0;0;0;0;15655;64;15827;194;25;-3689;-4682;194;15655;35;2;0;11;7;7;1;1;0;0;19344;72;20509;216;59;3689;4682;216;19344
4476006621;0;17;4;1;3;5;2;0;0;0;0;15562;72;18590;236;73;-764;803;236;15562;33;4;0;5;3;6;2;1;1;0;16326;68;17787;233;46;764;-803;233;16326
4499940691;1;16;3;1;9;2;5;0;0;0;0;17139;72;19137;223;51;3037;2694;223;17139;14;2;0;2;9;2;1;1;0;0;14102;66;16443;213;41;-3037;-2694;213;14102
4426644547;1;14;4;1;7;7;6;0;0;0;1;19229;72;18820;257;62;3545;2162;257;19229;19;3;0;7;7;10;1;1;0;0;15684;66;16658;145;36;-3545;-2162;145;15684
4525072812;0;14;2;0;7;7;10;1;1;0;0;16972;72;19060;209;48;-1031;-394;209;16972;16;4;1;7;7;7;0;0;0;0;18003;74;19454;255;60;1031;394;255;18003
4524217548;0;17;1;0;5;10;6;0;0;0;0;16249;70;18383;213;59;-1796;-749;213;16249;16;2;1;10;5;15;1;1;0;0;18045;70;19132;214;44;1796;749;214;18045
4499622849;1;16;6;1;5;4;9;0;0;0;0;16415;68;17645;247;37;1626;747;247;16415;17;2;0;4;5;5;1;1;0;0;14789;70;16898;203;51;-1626;-747;203;14789
4499844894;1;40;1;0;6;8;10;1;0;1;0;18012;72;19837;250;70;832;1330;250;18012;12;1;1;8;6;11;1;1;0;0;17180;70;18507;186;48;-832;-1330;186;17180
4460534353;1;16;0;0;11;6;11;2;1;1;0;19294;74;20668;242;52;2750;2647;242;19294;14;2;1;6;11;9;0;0;0;0;16544;70;18021;203;52;-2750;-2647;203;16544
4495269641;0;16;1;0;5;8;4;1;0;1;0;15383;68;17243;227;28;-1524;-827;227;15383;11;3;1;8;5;11;0;0;0;0;16907;70;18070;186;39;1524;827;186;16907
4524995677;0;16;4;1;6;8;2;1;1;0;0;15777;66;17401;224;53;-1370;-875;224;15777;20;2;0;8;6;9;0;0;0;0;17147;70;18276;210;36;1370;875;210;17147
4464596479;0;14;3;0;4;6;4;0;0;0;0;14805;66;17323;209;43;-1506;-412;209;14805;17;3;1;6;4;7;1;1;0;0;16311;70;17735;231;44;1506;412;231;16311
4452452649;0;13;5;0;6;7;2;0;0;0;0;15244;66;16787;199;52;-1101;-718;199;15244;17;4;1;7;6;5;2;1;1;0;16345;70;17505;212;40;1101;718;212;16345
4420481816;0;18;4;0;8;3;7;1;0;1;0;17574;72;19195;252;44;2774;2207;252;17574;15;4;1;3;8;2;1;1;0;0;14800;66;16988;225;47;-2774;-2207;225;14800
4412895789;0;24;0;0;8;11;9;0;0;0;0;16655;70;17831;222;44;-1806;-588;222;16655;13;3;1;11;8;13;2;1;1;0;18461;70;18419;215;55;1806;588;215;18461
4525114135;0;12;5;0;6;4;8;1;1;0;0;16855;70;18370;248;44;1265;1248;248;16855;16;5;1;4;6;4;1;0;1;0;15590;68;17122;207;52;-1265;-1248;207;15590
4496624699;1;17;3;0;6;14;4;0;0;0;0;15786;66;16995;200;46;-4443;-4140;200;15786;16;3;1;14;6;9;1;1;0;0;20229;76;21135;227;66;4443;4140;227;20229
4522663961;0;19;3;0;3;5;1;0;0;0;0;15143;72;19080;233;59;-927;967;233;15143;16;4;1;5;3;7;1;1;0;0;16070;70;18113;216;48;927;-967;216;16070
4522251387;1;12;3;1;9;5;9;0;0;0;0;17309;70;18904;221;36;1425;728;221;17309;14;2;0;5;9;3;2;1;1;0;15884;68;18176;208;44;-1425;-728;208;15884
4472377536;1;14;3;0;6;4;6;1;1;0;0;16416;74;19684;211;60;1177;1161;211;16416;14;0;1;4;6;2;0;0;0;0;15239;70;18523;204;71;-1177;-1161;204;15239
4466226469;1;19;2;1;2;7;2;1;1;0;0;15222;70;17812;231;64;-1586;410;231;15222;17;5;0;7;2;14;1;0;1;0;16808;68;17402;211;64;1586;-410;211;16808
4473936532;0;16;2;0;5;10;3;2;1;1;0;15526;68;17629;232;44;-2896;-2081;232;15526;15;2;1;10;5;6;0;0;0;0;18422;74;19710;236;76;2896;2081;236;18422
4524445302;1;18;1;0;12;9;10;0;0;0;0;17597;64;15938;143;48;905;1054;143;17597;12;3;1;9;12;9;0;0;0;0;16692;62;14884;181;40;-905;-1054;181;16692
4459740551;0;17;1;1;9;17;17;0;0;0;0;16834;62;14815;187;29;-3887;-3392;187;16834;31;1;0;17;9;21;0;0;0;0;20721;70;18207;211;40;3887;3392;211;20721
4463542711;1;32;2;1;12;6;12;1;1;0;0;19058;72;19575;202;47;3413;2984;202;19058;16;2;0;6;12;7;0;0;0;0;15645;66;16591;210;39;-3413;-2984;210;15645
4508629003;0;16;2;1;7;9;5;2;1;1;0;16806;70;18034;228;48;-256;-1580;228;16806;34;2;0;9;7;7;0;0;0;0;17062;74;19614;230;52;256;1580;230;17062
4475094281;1;19;5;1;7;10;7;0;0;0;0;16643;68;17554;227;44;-1820;-1412;227;16643;17;7;0;10;7;11;0;0;0;0;18463;72;18966;231;45;1820;1412;231;18463
4513430767;1;14;1;1;6;4;12;1;1;0;0;16189;68;17737;224;39;625;-534;224;16189;102;1;0;4;6;4;0;0;0;0;15564;70;18271;217;48;-625;534;217;15564
4508634893;0;12;2;0;2;6;1;0;0;0;0;14095;68;17286;196;60;-3628;-2009;196;14095;14;2;1;6;2;4;1;1;0;0;17723;70;19295;266;60;3628;2009;266;17723
4522792360;0;30;6;1;5;5;7;1;0;1;0;16804;68;17544;217;67;769;480;217;16804;16;4;0;5;5;6;1;1;0;0;16035;64;17064;233;54;-769;-480;233;16035
4507927084;0;18;5;0;8;8;8;1;1;0;0;17305;70;18192;229;43;-576;-682;229;17305;18;3;1;8;8;6;1;0;1;0;17881;70;18874;198;66;576;682;198;17881
4522505411;0;14;16;0;3;9;2;0;0;0;0;14539;64;16806;213;40;-3900;-3550;213;14539;42;2;1;9;3;8;1;1;0;0;18439;76;20356;255;51;3900;3550;255;18439
4454104215;1;14;2;0;9;8;10;1;1;0;0;17530;70;18299;192;43;-7;-231;192;17530;19;2;1;8;9;8;1;0;1;0;17537;72;18530;209;60;7;231;209;17537
4516166112;1;13;6;1;10;7;10;0;0;0;0;18431;72;19562;207;44;1683;1433;207;18431;14;3;0;7;10;5;1;1;0;0;16748;70;18129;231;56;-1683;-1433;231;16748
4454239214;0;16;4;0;3;10;2;0;0;0;0;14032;68;16550;193;40;-4782;-3408;193;14032;17;8;1;10;3;11;1;1;0;0;18814;74;19958;245;51;4782;3408;245;18814
4517801069;1;38;3;1;9;7;11;1;1;0;0;17869;70;17810;205;40;636;-214;205;17869;14;1;0;7;9;9;0;0;0;0;17233;68;18024;215;48;-636;214;215;17233
